id,bank,category,person,format,difficulty,question,tags
C0804,companions,Companions (Sahaba),,free_response,3,What is one misconception about respecting privacy and avoiding suspicion? Write a 'spot the error' prompt to correct it. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0805,companions,Companions (Sahaba),,scenario,3,Write a reflection prompt connecting the concept of salaf and early generations to patience (sabr). Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0806,companions,Companions (Sahaba),,multiple_choice,5,What questions would you ask to verify a claim about truthfulness and trust (amana) in public life? Use a educational lens. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0807,companions,Companions (Sahaba),,multiple_choice,5,How does leadership after the Prophet and decision-making relate to the reliability of hadith transmission? Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0808,companions,Companions (Sahaba),,multiple_choice,3,Write a reflection prompt connecting who can be counted among the Companions and why definitions matter to patience (sabr). Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0809,companions,Companions (Sahaba),,free_response,5,"If a social media post claims something about the Conquest of Mecca and forgiveness, how would you respond without being combative? Answer in 1-2 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0810,companions,Companions (Sahaba),,multiple_choice,2,Give 2 reasons why preservation and transmission of hadith mattered for preserving Islam's teachings and community. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0811,companions,Companions (Sahaba),,short_answer,5,"Turn interfaith interactions and treaties into a 2-step reasoning question (Step 1 identify, Step 2 justify). Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0812,companions,Companions (Sahaba),,true_false,2,What would community-building success look like if your community applied lessons from how political power can threaten sincerity this month? Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0813,companions,Companions (Sahaba),,free_response,2,"If a social media post claims something about Qur'an compilation and preservation in early Islam, how would you respond without being combative? Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0814,companions,Companions (Sahaba),,true_false,4,"Write a reflection prompt connecting learning, teaching, and seeking knowledge to trust (tawakkul). Give 2 examples.","['sahaba', 'early_islam', 'hadith', 'history']"
C0815,companions,Companions (Sahaba),,multiple_choice,4,Make a short-answer quiz item about da'wah methods used by early Muslims for beginners. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0816,companions,Companions (Sahaba),,scenario,3,What questions would you ask to verify a claim about brotherhood between Muhajirun and Ansar? Use a leadership lens. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0817,companions,Companions (Sahaba),,multiple_choice,3,"If a social media post claims something about how the Companions treated the poor and marginalized, how would you respond without being combative? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).","['sahaba', 'early_islam', 'hadith', 'history']"
C0818,companions,Companions (Sahaba),,short_answer,5,What would educational success look like if your community applied lessons from what makes a narration reliable vs weak this month? Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0819,companions,Companions (Sahaba),,scenario,1,Create a short scenario about managing anger and conflict in families and ask learners what the best response is. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0820,companions,Companions (Sahaba),,free_response,4,Write a multiple-choice question about respecting privacy and avoiding suspicion (do not provide the answer). Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0821,companions,Companions (Sahaba),,scenario,1,"What questions would you ask to verify a claim about social justice, charity, and caring for the vulnerable? Use a educational lens. Answer in 1-2 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0822,companions,Companions (Sahaba),,free_response,5,Write a multiple-choice question about the pledge(s) of al-'Aqabah and community commitments (do not provide the answer). Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0823,companions,Companions (Sahaba),,multiple_choice,3,Write a multiple-choice question about the Conquest of Mecca and forgiveness (do not provide the answer). Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0824,companions,Companions (Sahaba),,multiple_choice,3,"If a social media post claims something about learning, teaching, and seeking knowledge, how would you respond without being combative? Keep it beginner-friendly.","['sahaba', 'early_islam', 'hadith', 'history']"
C0825,companions,Companions (Sahaba),,true_false,3,What questions would you ask to verify a claim about the Constitution of Medina and plural community rules? Use a ethical lens. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0826,companions,Companions (Sahaba),,short_answer,5,Design a classroom activity to teach the pledge(s) of al-'Aqabah and community commitments. Make it educational. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0827,companions,Companions (Sahaba),,short_answer,5,Write a reflection prompt connecting adab (ethics) in disagreement among believers to trust (tawakkul). Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0828,companions,Companions (Sahaba),,free_response,1,Write a multiple-choice question about courage balanced with restraint (do not provide the answer). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0829,companions,Companions (Sahaba),,short_answer,1,"Defend economic ethics: trade, honesty, and contracts from a educational angle. Make it suitable for advanced learners.","['sahaba', 'early_islam', 'hadith', 'history']"
C0830,companions,Companions (Sahaba),,scenario,1,"Turn the Hijrah and the roles of Muhajirun and Ansar into a 2-step reasoning question (Step 1 identify, Step 2 justify). Keep it beginner-friendly.","['sahaba', 'early_islam', 'hadith', 'history']"
C0831,companions,Companions (Sahaba),,scenario,2,What would community-building success look like if your community applied lessons from prophetic companionship and mentorship this month? Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0832,companions,Companions (Sahaba),,multiple_choice,3,Write a reflection prompt connecting the definition of a Companion (Sahabi) in hadith terminology to trust (tawakkul). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0833,companions,Companions (Sahaba),,true_false,3,"Turn adab (ethics) in disagreement among believers into a 2-step reasoning question (Step 1 identify, Step 2 justify). Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0834,companions,Companions (Sahaba),,multiple_choice,4,What would spiritual success look like if your community applied lessons from courage balanced with restraint this month? Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0835,companions,Companions (Sahaba),,short_answer,1,Make a short-answer quiz item about how the Companions practiced gratitude in hardship for advanced learners. Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0836,companions,Companions (Sahaba),,scenario,3,What would evidence-based success look like if your community applied lessons from isnad and why chains of narration matter this month? Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0837,companions,Companions (Sahaba),,multiple_choice,1,"Turn interfaith interactions and treaties into a 2-step reasoning question (Step 1 identify, Step 2 justify). Answer in 1-2 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0838,companions,Companions (Sahaba),,true_false,1,What questions would you ask to verify a claim about environmental stewardship and avoiding waste? Use a methodological lens. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0839,companions,Companions (Sahaba),,short_answer,1,Write a true/false prompt about da'wah methods used by early Muslims (do not provide the answer). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0840,companions,Companions (Sahaba),,free_response,1,Create a short scenario about how the Companions practiced gratitude in hardship and ask learners what the best response is. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0841,companions,Companions (Sahaba),,short_answer,4,Compare students of knowledge vs commanders in how each contributed to the Treaty of Hudaybiyyah and strategic patience. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0842,companions,Companions (Sahaba),,short_answer,3,How does the People of the Bench (Ahl al-Suffah) and learning relate to the reliability of hadith transmission? Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0843,companions,Companions (Sahaba),,scenario,2,Create a short scenario about the Treaty of Hudaybiyyah and strategic patience and ask learners what the best response is. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0844,companions,Companions (Sahaba),,true_false,2,Write a multiple-choice question about conflict resolution and reconciliation (do not provide the answer). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0845,companions,Companions (Sahaba),,scenario,3,Create a short scenario about who can be counted among the Companions and why definitions matter and ask learners what the best response is. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0846,companions,Companions (Sahaba),,multiple_choice,5,List 3 virtues the Companions modeled in truthfulness and trust (amana) in public life. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0847,companions,Companions (Sahaba),,short_answer,4,What questions would you ask to verify a claim about conflict resolution and reconciliation? Use a methodological lens. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0848,companions,Companions (Sahaba),,short_answer,2,Compare patience under persecution in Mecca from a educational angle. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0849,companions,Companions (Sahaba),,short_answer,4,Write a reflection prompt connecting the Treaty of Hudaybiyyah and strategic patience to trust (tawakkul). Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0850,companions,Companions (Sahaba),,short_answer,4,List 3 virtues the Companions modeled in managing anger and conflict in families. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0851,companions,Companions (Sahaba),,multiple_choice,2,What questions would you ask to verify a claim about interfaith interactions and treaties? Use a spiritual lens. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0852,companions,Companions (Sahaba),,free_response,1,"Make a short-answer quiz item about migration, sacrifice, and prioritizing values for advanced learners. Answer in 1-2 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0853,companions,Companions (Sahaba),,free_response,1,Write a reflection prompt connecting the concept of salaf and early generations to sincerity (ikhlas). Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0854,companions,Companions (Sahaba),,short_answer,3,"Turn how the Companions practiced gratitude in hardship into a 2-step reasoning question (Step 1 identify, Step 2 justify). Keep it beginner-friendly.","['sahaba', 'early_islam', 'hadith', 'history']"
C0855,companions,Companions (Sahaba),,true_false,2,Write a multiple-choice question about scribes and written record-keeping (do not provide the answer). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0856,companions,Companions (Sahaba),,true_false,2,Write a reflection prompt connecting brotherhood between Muhajirun and Ansar to sincerity (ikhlas). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0857,companions,Companions (Sahaba),,true_false,2,Give 2 reasons why Qur'an compilation and preservation in early Islam mattered for preserving Islam's teachings and community. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0858,companions,Companions (Sahaba),,scenario,1,Write a true/false prompt about humility and avoiding fame (do not provide the answer). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0859,companions,Companions (Sahaba),,short_answer,3,Make a short-answer quiz item about consultation (shura) among Companions for advanced learners. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0860,companions,Companions (Sahaba),,scenario,5,"Explain how isnad protects against misinformation, using scribes and written record-keeping as the example context. Answer in 4-6 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0861,companions,Companions (Sahaba),,short_answer,5,Write a reflection prompt connecting how the Companions treated the poor and marginalized to patience (sabr). Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0862,companions,Companions (Sahaba),,short_answer,3,Make a short-answer quiz item about da'wah methods used by early Muslims for beginners. Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0863,companions,Companions (Sahaba),,free_response,4,"Write a true/false prompt about migration, sacrifice, and prioritizing values (do not provide the answer). Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0864,companions,Companions (Sahaba),,true_false,5,Write a reflection prompt connecting the Hijrah and the roles of Muhajirun and Ansar to patience (sabr). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0865,companions,Companions (Sahaba),,scenario,1,Compare caregivers vs messengers in how each contributed to adab (ethics) in disagreement among believers. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0866,companions,Companions (Sahaba),,short_answer,1,Give 2 reasons why the role of Companions in transmitting Qur'anic context (asbab al-nuzul) mattered for preserving Islam's teachings and community. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0867,companions,Companions (Sahaba),,scenario,1,Make a short-answer quiz item about who can be counted among the Companions and why definitions matter for advanced learners. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0868,companions,Companions (Sahaba),,multiple_choice,4,"What would spiritual success look like if your community applied lessons from learning, teaching, and seeking knowledge this month? Answer in 4-6 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0869,companions,Companions (Sahaba),,multiple_choice,5,Design a classroom activity to teach how Companions served as judges and mediators. Make it historical. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0870,companions,Companions (Sahaba),,scenario,2,"Explain how isnad protects against misinformation, using the Hijrah and the roles of Muhajirun and Ansar as the example context. Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0871,companions,Companions (Sahaba),,multiple_choice,1,What questions would you ask to verify a claim about the ethics of learning and teaching hadith? Use a ethical lens. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0872,companions,Companions (Sahaba),,multiple_choice,2,What questions would you ask to verify a claim about the Treaty of Hudaybiyyah and strategic patience? Use a leadership lens. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0873,companions,Companions (Sahaba),,multiple_choice,2,List 3 virtues the Companions modeled in courage balanced with restraint. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0874,companions,Companions (Sahaba),,short_answer,3,How does the concept of salaf and early generations relate to the reliability of hadith transmission? Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0875,companions,Companions (Sahaba),,scenario,5,"Write a multiple-choice question about social justice, charity, and caring for the vulnerable (do not provide the answer). Make it suitable for advanced learners.","['sahaba', 'early_islam', 'hadith', 'history']"
C0876,companions,Companions (Sahaba),,true_false,1,Design a classroom activity to teach how the Companions practiced gratitude in hardship. Make it community-building. Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0877,companions,Companions (Sahaba),,multiple_choice,1,Write a multiple-choice question about the Battle of Uhud and lessons learned (do not provide the answer). Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0878,companions,Companions (Sahaba),,free_response,3,List 3 virtues the Companions modeled in the role of Companions in transmitting Qur'anic context (asbab al-nuzul). Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0879,companions,Companions (Sahaba),,true_false,4,Write a reflection prompt connecting truthfulness and trust (amana) in public life to sincerity (ikhlas). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0880,companions,Companions (Sahaba),,short_answer,5,Design a classroom activity to teach environmental stewardship and avoiding waste. Make it historical. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0881,companions,Companions (Sahaba),,scenario,5,"Turn courage balanced with restraint into a 2-step reasoning question (Step 1 identify, Step 2 justify). Make it suitable for advanced learners.","['sahaba', 'early_islam', 'hadith', 'history']"
C0882,companions,Companions (Sahaba),,short_answer,2,Write a reflection prompt connecting justice and accountability in early governance to trust (tawakkul). Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0883,companions,Companions (Sahaba),,multiple_choice,5,Write a multiple-choice question about how the Companions balanced worship and work (do not provide the answer). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0884,companions,Companions (Sahaba),,free_response,3,List 3 virtues the Companions modeled in the Conquest of Mecca and forgiveness. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0885,companions,Companions (Sahaba),,multiple_choice,1,"Create a short scenario about social justice, charity, and caring for the vulnerable and ask learners what the best response is. Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0886,companions,Companions (Sahaba),,short_answer,1,Make a short-answer quiz item about who can be counted among the Companions and why definitions matter for advanced learners. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0887,companions,Companions (Sahaba),,multiple_choice,5,What is one misconception about environmental stewardship and avoiding waste? Write a 'spot the error' prompt to correct it. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0888,companions,Companions (Sahaba),,true_false,1,"Turn how Companions handled mistakes and repentance into a 2-step reasoning question (Step 1 identify, Step 2 justify). Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0889,companions,Companions (Sahaba),,scenario,2,Distinguish the Conquest of Mecca and forgiveness from a conflict-resolution angle. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0890,companions,Companions (Sahaba),,scenario,5,"Explain how isnad protects against misinformation, using conflict resolution and reconciliation as the example context. Give 2 examples.","['sahaba', 'early_islam', 'hadith', 'history']"
C0891,companions,Companions (Sahaba),,true_false,1,Design a classroom activity to teach scribes and written record-keeping. Make it educational. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0892,companions,Companions (Sahaba),,scenario,1,"Explain how isnad protects against misinformation, using prophetic companionship and mentorship as the example context. Explain your reasoning step-by-step.","['sahaba', 'early_islam', 'hadith', 'history']"
C0893,companions,Companions (Sahaba),,true_false,3,Make a short-answer quiz item about how Companions handled mistakes and repentance for beginners. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0894,companions,Companions (Sahaba),,free_response,2,Make a short-answer quiz item about the definition of a Companion (Sahabi) in hadith terminology for advanced learners. Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0895,companions,Companions (Sahaba),,true_false,4,What is one misconception about ethics of war and peace in early Islam? Write a 'spot the error' prompt to correct it. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0896,companions,Companions (Sahaba),,multiple_choice,4,Write a true/false prompt about the Conquest of Mecca and forgiveness (do not provide the answer). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0897,companions,Companions (Sahaba),,free_response,4,What would leadership success look like if your community applied lessons from how the Companions approached non-Muslim neighbors this month? Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0898,companions,Companions (Sahaba),,short_answer,2,Make a short-answer quiz item about humility and avoiding fame for advanced learners. Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0899,companions,Companions (Sahaba),,multiple_choice,5,Write a reflection prompt connecting preservation and transmission of hadith to sincerity (ikhlas). Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0900,companions,Companions (Sahaba),,free_response,2,Compare judges vs caregivers in how each contributed to women Companions and their contributions. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0901,companions,Companions (Sahaba),,short_answer,4,What is one misconception about leadership after the Prophet and decision-making? Write a 'spot the error' prompt to correct it. Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0902,companions,Companions (Sahaba),,free_response,5,"If a social media post claims something about the role of Companions in transmitting Qur'anic context (asbab al-nuzul), how would you respond without being combative? Make it suitable for advanced learners.","['sahaba', 'early_islam', 'hadith', 'history']"
C0903,companions,Companions (Sahaba),,scenario,1,"If a social media post claims something about community building in Medina, how would you respond without being combative? Answer in 4-6 sentences.","['sahaba', 'early_islam', 'hadith', 'history']"
C0904,companions,Companions (Sahaba),,short_answer,1,Write a true/false prompt about the Farewell Pilgrimage and community ethics (do not provide the answer). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0905,companions,Companions (Sahaba),,multiple_choice,5,What questions would you ask to verify a claim about consultation (shura) among Companions? Use a psychological lens. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0906,companions,Companions (Sahaba),,scenario,2,Create a short scenario about humility and avoiding fame and ask learners what the best response is. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0907,companions,Companions (Sahaba),,multiple_choice,1,What is one misconception about the concept of salaf and early generations? Write a 'spot the error' prompt to correct it. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0908,companions,Companions (Sahaba),,scenario,3,Outline the concept of salaf and early generations from a leadership angle. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0909,companions,Companions (Sahaba),,short_answer,2,Create a short scenario about community building in Medina and ask learners what the best response is. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0910,companions,Companions (Sahaba),,scenario,5,"Explain how isnad protects against misinformation, using prophetic companionship and mentorship as the example context. Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0911,companions,Companions (Sahaba),,short_answer,1,Design a classroom activity to teach the role of Companions in transmitting Qur'anic context (asbab al-nuzul). Make it ethical. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0912,companions,Companions (Sahaba),,scenario,5,Write a true/false prompt about da'wah methods used by early Muslims (do not provide the answer). Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0913,companions,Companions (Sahaba),,short_answer,2,Interpret rights of neighbors and community cohesion from a spiritual angle. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0914,companions,Companions (Sahaba),,short_answer,2,What is one misconception about how the Companions treated the poor and marginalized? Write a 'spot the error' prompt to correct it. Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0915,companions,Companions (Sahaba),,free_response,2,Write a reflection prompt connecting the Battle of Uhud and lessons learned to sincerity (ikhlas). Keep it beginner-friendly.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0916,companions,Companions (Sahaba),,multiple_choice,1,Write a reflection prompt connecting the Trench (Khandaq) and community resilience to sincerity (ikhlas). Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0917,companions,Companions (Sahaba),,short_answer,5,Write a multiple-choice question about the Battle of Badr and its significance (do not provide the answer). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0918,companions,Companions (Sahaba),,short_answer,3,Analyze how the Companions practiced gratitude in hardship from a spiritual angle. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0919,companions,Companions (Sahaba),,short_answer,5,Write a reflection prompt connecting family life and raising children in Medina to patience (sabr). Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0920,companions,Companions (Sahaba),,short_answer,2,"Compare economic ethics: trade, honesty, and contracts from a ethical angle. Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0921,companions,Companions (Sahaba),,scenario,4,Write a multiple-choice question about justice and accountability in early governance (do not provide the answer). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0922,companions,Companions (Sahaba),,multiple_choice,4,Write a multiple-choice question about community building in Medina (do not provide the answer). Answer in 4-6 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0923,companions,Companions (Sahaba),,free_response,4,"Write a multiple-choice question about migration, sacrifice, and prioritizing values (do not provide the answer). Include 1 relevant Qur'anic or historical anchor (no need for exact citation).","['sahaba', 'early_islam', 'hadith', 'history']"
C0924,companions,Companions (Sahaba),,scenario,1,Give 2 reasons why the Treaty of Hudaybiyyah and strategic patience mattered for preserving Islam's teachings and community. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0925,companions,Companions (Sahaba),,scenario,3,What is one misconception about the Battle of Uhud and lessons learned? Write a 'spot the error' prompt to correct it. Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0926,companions,Companions (Sahaba),,true_false,2,Make a short-answer quiz item about respecting privacy and avoiding suspicion for beginners. Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0927,companions,Companions (Sahaba),,true_false,1,Create a short scenario about how the Companions treated the poor and marginalized and ask learners what the best response is. Answer in 1-2 sentences.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0928,companions,Companions (Sahaba),,short_answer,4,Design a classroom activity to teach adab (ethics) in disagreement among believers. Make it conflict-resolution. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0929,companions,Companions (Sahaba),,multiple_choice,2,Create a short scenario about adab (ethics) in disagreement among believers and ask learners what the best response is. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0930,companions,Companions (Sahaba),,true_false,4,Write a multiple-choice question about the People of the Bench (Ahl al-Suffah) and learning (do not provide the answer). Give 2 examples.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0931,companions,Companions (Sahaba),,true_false,5,What would evidence-based success look like if your community applied lessons from consultation (shura) among Companions this month? Include 1 relevant Qur'anic or historical anchor (no need for exact citation).,"['sahaba', 'early_islam', 'hadith', 'history']"
C0932,companions,Companions (Sahaba),,free_response,3,Make a short-answer quiz item about adab (ethics) in disagreement among believers for advanced learners. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0933,companions,Companions (Sahaba),,free_response,1,Evaluate interfaith interactions and treaties from a methodological angle. Answer in 3 bullet points.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0934,companions,Companions (Sahaba),,short_answer,3,"Explain how isnad protects against misinformation, using interfaith interactions and treaties as the example context. Include 1 relevant Qur'anic or historical anchor (no need for exact citation).","['sahaba', 'early_islam', 'hadith', 'history']"
C0935,companions,Companions (Sahaba),,true_false,2,Write a reflection prompt connecting patience under persecution in Mecca to patience (sabr). Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0936,companions,Companions (Sahaba),,multiple_choice,5,"If a social media post claims something about justice and accountability in early governance, how would you respond without being combative? Include a warning about a common misconception.","['sahaba', 'early_islam', 'hadith', 'history']"
C0937,companions,Companions (Sahaba),,multiple_choice,4,What would historical success look like if your community applied lessons from the concept of salaf and early generations this month? Make it suitable for advanced learners.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0938,companions,Companions (Sahaba),,short_answer,4,Write a reflection prompt connecting conflict resolution and reconciliation to trust (tawakkul). Give 1 example and 1 counterexample.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0939,companions,Companions (Sahaba),,scenario,4,"Write a reflection prompt connecting migration, sacrifice, and prioritizing values to sincerity (ikhlas). Answer in 3 bullet points.","['sahaba', 'early_islam', 'hadith', 'history']"
C0940,companions,Companions (Sahaba),,short_answer,5,Write a reflection prompt connecting how Companions handled mistakes and repentance to sincerity (ikhlas). Include a warning about a common misconception.,"['sahaba', 'early_islam', 'hadith', 'history']"
C0941,companions,Companions (Sahaba),,multiple_choice,3,What would educational success look like if your community applied lessons from the pledge(s) of al-'Aqabah and community commitments this month? Explain your reasoning step-by-step.,"['sahaba', 'early_islam', 'hadith', 'history']"
